MSOA,Median_HP,Borough,Inner,Area,Political,Pop_Density,Aged_15to64,LoneParent_HH,BAME,Rented,NoWork_Families,Low_BirthWeight,Male_LE
E02000256,316000,Ealing,Outer,West,Labour,8159,72.31,7.38,30.84,49.40000000000001,3.1,9.2,77.2
E02000257,340000,Ealing,Outer,West,Labour,6192,73.6,6.18,37.3,56.3,2.7,7.3,80.1
E02000258,420000,Ealing,Outer,West,Labour,6629,71.29,11.44,41.05,52.59999999999999,5.4,6.3,79.2
E02000259,333000,Ealing,Outer,West,Labour,4948,69.5,11.74,30.74,34.40000000000001,3.6,10.1,77.6
E02000260,240000,Ealing,Outer,West,Labour,8119,69.07,11.99,90.45,40,6.2,9.6,77
E02000261,326200,Ealing,Outer,West,Labour,8392,71.5,14.38,49.09,54.40000000000001,6.9,9.3,77.9
E02000262,342500,Ealing,Outer,West,Labour,12831,73.01,11.08,37.15,60.2,4.9,7.5,75
E02000263,230000,Ealing,Outer,West,Labour,9589,68.92,10.97,93.86,39.1,6.3,11.3,77.8
E02000264,325475,Ealing,Outer,West,Labour,5634,72.03,7.3,33.4,49.1,2.9,4.1,78.9
E02000265,330500,Ealing,Outer,West,Labour,10784,71.27,11,38.29,55,5,6.1,77.4
E02000266,237500,Ealing,Outer,West,Labour,3174,69.2,19.97,77.29,61,11.4,9.5,76.7
E02000267,335000,Ealing,Outer,West,Labour,9328,70.18,11.03,28.67,40.4,3.8,4.5,72.9
E02000268,469250,Ealing,Outer,West,Labour,6963,72.04,9.88,26.88,45.8,3.8,6,78
E02000269,475500,Ealing,Outer,West,Labour,9120,70.47,6.04,23.36,34.7,2,6.9,81.6
E02000270,325000,Ealing,Outer,West,Labour,10049,67.12,16.78,51.97,70.1,9.1,7,81.6
E02000271,750000,Ealing,Outer,West,Labour,8920,70.61,6.13,17.21,34.6,2,7.5,80.8
E02000272,467250,Ealing,Outer,West,Labour,5550,67.67,7.83,25.87,24.4,2,5.4,79.9
E02000274,220000,Ealing,Outer,West,Labour,9008,69.85,14,91.62,44.7,9.1,10.6,77.9
E02000275,247500,Ealing,Outer,West,Labour,6219,68.07,10.42,82.99,46,7,10.4,79.1
E02000276,361150,Ealing,Outer,West,Labour,7971,71.97,7.1,24.35,40.3,2.1,5.6,77.3
E02006791,427581,Ealing,Outer,West,Labour,9621,74.33,7.66,24.32,47.3,2.8,6.2,80.3
E02000277,220000,Enfield,Outer,North,Labour,6858,65.77,18.56,35.07,30.1,9.3,8.7,80
E02000278,209225,Enfield,Outer,North,Labour,6900,62.71,24.62,39.07,50.4,14.7,10.6,75.8
E02000279,207500,Enfield,Outer,North,Labour,4481,66.56,23.78,48.2,50,14.3,8.6,78.3
E02000280,284000,Enfield,Outer,North,Labour,542,64.9,13.88,17.87,31.9,5.7,10.8,78.2
E02000281,225000,Enfield,Outer,North,Labour,4629,65.82,18.58,31.77,42,9.6,9.3,76.8
E02000282,190250,Enfield,Outer,North,Labour,7235,64.39,24.58,42.82,58.7,16.7,8.7,76
E02000283,230000,Enfield,Outer,North,Labour,7395,65.64,21.84,39.61,35.3,12,6.8,81.4
E02000284,250000,Enfield,Outer,North,Labour,6446,66.09,11.52,18.84,30.5,4.5,8.1,81.3
E02000285,310000,Enfield,Outer,North,Labour,6672,64.72,9.77,17.51,12.2,2.8,6.7,80.3
E02000286,250000,Enfield,Outer,North,Labour,3993,66.32,7.35,19.21,28.6,2.1,7.8,82.8
E02000287,690000,Enfield,Outer,North,Labour,761,63.21,7.87,23.73,23.9,2.7,6.5,81.8
E02000288,205000,Enfield,Outer,North,Labour,5047,66.27,18.97,49.3,45.7,11.3,9.1,78.5
E02000289,429950,Enfield,Outer,North,Labour,1942,62.48,9.58,23,13.4,3.3,8.2,82.4
E02000290,156000,Enfield,Outer,North,Labour,1511,64.56,24.99,54.81,64.1,15.5,7.3,74.9
E02000291,219000,Enfield,Outer,North,Labour,7970,65.97,14.46,29.8,43.5,7.5,9.7,79.1
E02000292,245119,Enfield,Outer,North,Labour,5137,66.27,16.55,33.27,26.6,6.8,8.8,79.1
E02000293,450000,Enfield,Outer,North,Labour,2943,62.01,7.98,19.09,14.8,2.8,10.6,84.3
E02000294,220000,Enfield,Outer,North,Labour,5954,65.3,18.15,51.02,37.09999999999999,10.5,8.7,78.5
E02000295,307500,Enfield,Outer,North,Labour,5273,64.85,12.94,30.64,29.4,5.4,8.6,80.4
E02000296,265000,Enfield,Outer,North,Labour,5424,67.75,12.74,31.5,45.2,5.8,8.1,80.2
E02000297,358500,Enfield,Outer,North,Labour,5687,66.1,10.05,24.94,13.5,2.6,10.1,82.5
E02000298,480000,Enfield,Outer,North,Labour,4026,65.37,7.45,19.28,21.1,1.9,8.2,83.6
E02000299,204500,Enfield,Outer,North,Labour,10773,64.34,21.64,59.3,46,11.6,9.7,77.1
E02000300,215032.5,Enfield,Outer,North,Labour,10691,66.64,19.75,57.03,43.2,10.8,8.7,76.2
E02000301,187500,Enfield,Outer,North,Labour,5662,65.33,24.39,58.22,58.8,13.7,8.4,78
E02000302,335000,Enfield,Outer,North,Labour,5276,66.95,13.51,35.43,29.4,4.9,10,80.4
E02000303,233500,Enfield,Outer,North,Labour,6929,65.35,22.4,55.27,59.2,14,8.9,77.6
E02000304,485000,Enfield,Outer,North,Labour,4693,66.19,7.89,26.36,20.3,2.3,8,82.7
E02000305,280000,Enfield,Outer,North,Labour,9151,71.74,9.19,27.42,36.3,2.8,6,77.4
E02000306,166000,Enfield,Outer,North,Labour,4530,64.89,25.26,62.16,73.7,14.6,9.1,73.7
E02000307,247500,Enfield,Outer,North,Labour,9066,66.28,18.53,48.37,31.3,10.3,10,82
E02000308,330000,Enfield,Outer,North,Labour,6836,69.91,15.17,40.59,44.2,6.4,6.9,76.6
E02000309,200000,Enfield,Outer,North,Labour,6627,65.82,24.86,61.34,51.9,13.9,10,74.9
E02000311,250000,Enfield,Outer,North,Labour,7185,68.67,17.15,43.94,39.40000000000001,7.7,8.4,80.7
E02000312,300000,Enfield,Outer,North,Labour,8364,73.85,11.15,34.46,44.5,3.7,6.8,78.1
E02006793,180500,Enfield,Outer,North,Labour,9301,66.54,24.58,58.89,67.2,15.1,9.1,75.9
E02000313,164995,Greenwich,Outer,East,Labour,9250,67.16,18.83,50.73,75.2,10.4,7.1,75.1
E02000314,161500,Greenwich,Outer,East,Labour,4342,68.61,19.9,61.07,56.4,11.4,6,74.1
E02000315,162500,Greenwich,Outer,East,Labour,7698,63.24,21.19,47.72,60.8,12.1,7.9,72.4
E02000316,207500,Greenwich,Outer,East,Labour,5906,75.35,12.74,46.88,73.7,7,7.1,71
E02000317,152400,Greenwich,Outer,East,Labour,13093,66.91,21.81,51.71,77.7,14.1,8,74.2
E02000318,171000,Greenwich,Outer,East,Labour,9225,70.85,15.35,64.98,54.7,7.7,8.8,73.4
E02000319,190000,Greenwich,Outer,East,Labour,12132,72.52,15.34,58.43,60.8,7.9,10.1,73.1
E02000320,184497.5,Greenwich,Outer,East,Labour,4664,67.62,17.75,44.34,45,8.6,7.9,76.2
E02000321,197500,Greenwich,Outer,East,Labour,11782,68.65,18.91,49.79,73.1,9.7,9.1,73.6
E02000323,187500,Greenwich,Outer,East,Labour,14376,69.4,18.77,60.97,72.2,9.9,9,73.1
E02000324,249000,Greenwich,Outer,East,Labour,5698,66.65,17.14,39.89,66.1,8.8,7.8,71.4
E02000326,337250,Greenwich,Outer,East,Labour,9937,70.43,13.2,32.36,48.2,6.4,7.1,77.6
E02000327,181500,Greenwich,Outer,East,Labour,3809,68.53,18.92,52.41,79.2,10.6,7.6,79.2
E02000328,375000,Greenwich,Outer,East,Labour,7668,69.26,6.91,18.38,50.4,2.9,4,77.3
E02000329,180500,Greenwich,Outer,East,Labour,3546,68.41,15.19,35.92,37.1,5.3,5.5,78.3
E02000331,227500,Greenwich,Outer,East,Labour,8078,69.72,14.31,35.26,54.8,6.9,7.7,76.1
E02000332,237500,Greenwich,Outer,East,Labour,3640,67.09,12.34,31.46,31.4,4.9,6.4,78.7
E02000333,355000,Greenwich,Outer,East,Labour,4985,69.21,6.06,15.36,45.2,2.7,6,81.1
E02000334,245000,Greenwich,Outer,East,Labour,4711,68.08,13.35,31.67,39.5,5.6,7.8,78.2
E02000335,250000,Greenwich,Outer,East,Labour,5102,66.27,9.4,11.57,21.6,2.7,6.1,79.5
E02000337,220000,Greenwich,Outer,East,Labour,5718,68.06,16.54,19.92,51.3,6.3,9.4,74
E02000339,283500,Greenwich,Outer,East,Labour,4829,64.91,8.75,11.01,29.4,2.7,4.4,77.3
E02000340,247000,Greenwich,Outer,East,Labour,1866,64.52,8,14.85,30.8,2.6,9,77.5
E02000341,187000,Greenwich,Outer,East,Labour,4275,65.03,19.68,23.53,58.8,10.1,6.8,75.2
E02000342,219000,Greenwich,Outer,East,Labour,4745,70.82,16.14,18.7,45.7,7.6,5.4,77.9
E02000343,239000,Greenwich,Outer,East,Labour,5328,64.93,13.86,19.85,43,5.7,7,78.1
E02000344,268250,Greenwich,Outer,East,Labour,4883,65.49,8.97,16.61,22.7,2.5,8.1,78.8
E02006786,188000,Greenwich,Outer,East,Labour,5749,67.38,17.78,41.7,45.5,8.5,6.5,75.1
E02006927,283750,Greenwich,Outer,East,Labour,3254,63.63,13.18,29.06,40.5,5.6,7.8,77.8
E02006928,264600,Greenwich,Outer,East,Labour,14438,80.13,14.98,41.42,73.5,8.3,7.6,77.8
E02006929,308750,Greenwich,Outer,East,Labour,3133,74.48,13.17,37.97,67.19999999999999,6.3,6.1,75.4
E02006930,371000,Greenwich,Outer,East,Labour,7770,76.08,7.44,22.09,53.1,2.5,2.9,75.4
E02006931,329950,Greenwich,Outer,East,Labour,4728,71.49,9.85,26.75,58.1,4.3,5.8,77.8
E02000345,326475,Hackney,Inner,East,Labour,14875,59.59,8.61,29.19,66.7,5.5,5.1,80.4
E02000346,302500,Hackney,Inner,East,Labour,10412,71.97,23.14,56.62,85.7,11.2,10.6,77.6
E02000347,319950,Hackney,Inner,East,Labour,11798,62.8,11.07,31.36,71.1,6.6,5.1,74.7
E02000348,317500,Hackney,Inner,East,Labour,14700,61.62,16.73,43.13,77.6,9.4,6.2,78.4
E02000350,325000,Hackney,Inner,East,Labour,17176,74.47,9.63,40.41,64.2,4.3,7.6,80
E02000351,318997.5,Hackney,Inner,East,Labour,16487,81.64,8.18,33.74,67.2,3.8,9,76.5
E02000352,321612.5,Hackney,Inner,East,Labour,9089,68.47,14.31,33.17,64.2,6.3,5.5,76.1
E02000353,575000,Hackney,Inner,East,Labour,14083,77.08,8.83,32.26,57.3,3.4,5.2,75.6
E02000354,290000,Hackney,Inner,East,Labour,12623,73.53,15.9,54.26,74.8,8.6,9,75.2
E02000355,390000,Hackney,Inner,East,Labour,13333,75.24,12.75,48.57,59,5.3,10.2,74.4
E02000356,467500,Hackney,Inner,East,Labour,18315,76.82,10.56,28.64,57.09999999999999,3.6,8.1,78.6
E02000357,240500,Hackney,Inner,East,Labour,4231,62.85,23.25,69.08,84,13.5,10,81
E02000358,345500,Hackney,Inner,East,Labour,18105,77.11,14.24,45.12,70.2,6.8,8.8,79.2
E02000359,405000,Hackney,Inner,East,Labour,15319,71.84,17.18,49.9,57.2,8.2,7.9,76.7
E02000360,268250,Hackney,Inner,East,Labour,21129,72.74,19.32,59.54,81.4,9.8,9.9,75.5
E02000361,310500,Hackney,Inner,East,Labour,13248,78.2,13.67,46.49,77.4,6.6,6.1,75.8
E02000362,249250,Hackney,Inner,East,Labour,4953,71.95,18.38,51.2,69.8,9.9,6.7,72.8
E02000363,227497.5,Hackney,Inner,East,Labour,18447,67.67,23.44,63.02,81.5,13.4,7.9,76.7
E02000364,425000,Hackney,Inner,East,Labour,13760,77.02,12.93,36.75,65.9,5.2,7,74.5
E02000365,365000,Hackney,Inner,East,Labour,13875,79.48,10.28,37.26,71.1,4.4,7.5,76.2
E02000366,439250,Hackney,Inner,East,Labour,13479,71.88,16.4,41.27,74.3,8,8.9,77
E02000367,365000,Hackney,Inner,East,Labour,13687,78.68,14.82,39.25,69.7,6.9,8.7,77.3
E02000368,302500,Hackney,Inner,East,Labour,15166,73.41,18,53.86,79.5,10.1,10.6,77.1
E02000369,325000,Hackney,Inner,East,Labour,18328,75.71,16.06,49.57,77.5,8.5,9.4,74.7
E02000370,402500,Hackney,Inner,East,Labour,17385,77.27,16.51,47.55,77.1,8.9,7,79
E02000371,408273,Hackney,Inner,East,Labour,13007,83.87,11.16,40.49,80.80000000000001,5.6,10.1,74.2
E02006918,215000,Hackney,Inner,East,Labour,15504,68.71,20.21,60.15,77.80000000000001,11.4,8.9,77.6
E02006921,240000,Hackney,Inner,East,Labour,17383,63.19,18.49,50.44,80.3,10.1,7.2,77.6
E02000372,320000,Hammersmith and Fulham,Inner,West,Conservative,2610,71.4,19.46,50.01,74.2,9.6,9.3,75.4
E02000373,238749.5,Hammersmith and Fulham,Inner,West,Conservative,16079,67.32,27.95,62.59,83.3,14.5,7.1,79.8
E02000374,495000,Hammersmith and Fulham,Inner,West,Conservative,13302,71.39,16.02,38.7,59.2,7.9,6.3,78.8
E02000375,381000,Hammersmith and Fulham,Inner,West,Conservative,9197,75.11,12.88,41.68,73,6.1,8.4,74.4
E02000376,369475,Hammersmith and Fulham,Inner,West,Conservative,16726,79.27,11.2,39.03,72.1,4.7,10.1,77.3
E02000377,344975,Hammersmith and Fulham,Inner,West,Conservative,18323,75.15,11.85,36.26,66.1,5.1,5.5,78.1
E02000378,345000,Hammersmith and Fulham,Inner,West,Conservative,22012,78.46,8.35,30.64,64,3.4,6.5,79.2
E02000379,420000,Hammersmith and Fulham,Inner,West,Conservative,11170,71.18,10.56,30.46,54.3,5.1,6,79.1
E02000380,635000,Hammersmith and Fulham,Inner,West,Conservative,16438,73.23,8.71,26.61,55.5,3.4,6,79
E02000381,522500,Hammersmith and Fulham,Inner,West,Conservative,13942,74.14,8.79,24.38,61,3.3,5.4,77.3
E02000382,475000,Hammersmith and Fulham,Inner,West,Conservative,9822,72.84,10.02,31.18,59.2,5.2,8.1,74.7
E02000383,418500,Hammersmith and Fulham,Inner,West,Conservative,15332,79.4,8.51,38.78,64,2.8,5.9,81.3
E02000384,435000,Hammersmith and Fulham,Inner,West,Conservative,9247,74.33,14.25,36.31,75.1,6.1,8.8,75.7
E02000385,424500,Hammersmith and Fulham,Inner,West,Conservative,15100,85.44,5.04,25.58,62.6,1.8,5.7,83.4
E02000386,342500,Hammersmith and Fulham,Inner,West,Conservative,18373,75.04,15.93,42.4,74.8,7,6.1,75.7
E02000387,410000,Hammersmith and Fulham,Inner,West,Conservative,15021,78.18,11.72,35.71,71.9,5,6.5,82.6
E02000388,495000,Hammersmith and Fulham,Inner,West,Conservative,15121,76.94,8.15,26.21,67.2,3,8.1,76.3
E02000389,567250,Hammersmith and Fulham,Inner,West,Conservative,13091,73.73,6.95,20.45,46.3,2.2,5.5,80.3
E02000390,667575,Hammersmith and Fulham,Inner,West,Conservative,18071,76.52,9.81,24.32,60.2,4,6.5,78.7
E02000391,855005.5,Hammersmith and Fulham,Inner,West,Conservative,11418,72.02,7.22,19.14,54.2,3,4.9,80.5
E02000392,582582,Hammersmith and Fulham,Inner,West,Conservative,16913,75.2,10.04,23.15,60.2,5.1,5.5,79.5
E02000393,591500,Hammersmith and Fulham,Inner,West,Conservative,16681,76.08,5.25,15.85,48.5,1.8,4.3,85.3
E02000394,599950,Hammersmith and Fulham,Inner,West,Conservative,11772,74.83,13.83,32.64,61.09999999999999,5.9,7.2,78.5
E02000395,702000,Hammersmith and Fulham,Inner,West,Conservative,6061,71.27,4.97,13.93,44.2,1.8,6.6,89.3
E02000396,550000,Hammersmith and Fulham,Inner,West,Conservative,10434,69.56,12,24.62,54.5,5.2,6.9,83.8
E02000397,245000,Haringey,Inner,North,Labour,14309,74.61,14.13,38.77,62.5,6.7,8.1,76.2
E02000398,164000,Haringey,Inner,North,Labour,6129,67.2,26.02,61.69,73.3,14.6,8.2,75
E02000400,356000,Haringey,Inner,North,Labour,5825,70.72,17.18,38.22,53.5,6.8,7,78.9
E02000401,229750,Haringey,Inner,North,Labour,9132,66.47,27.31,50.07,64.4,13.6,9.2,75.6
E02000402,205000,Haringey,Inner,North,Labour,7086,67.7,28.03,54.91,69.6,15.5,6.3,74.7
E02000403,250000,Haringey,Inner,North,Labour,8795,76.93,12.42,37.6,60.3,6.1,8,78
E02000404,264500,Haringey,Inner,North,Labour,11721,70.81,18.86,48.65,58.8,10,10.2,76.2
E02000405,401000,Haringey,Inner,North,Labour,3673,69.11,8.39,19.07,30.7,2.9,4.3,79.7
E02000406,257000,Haringey,Inner,North,Labour,15645,72.67,21.91,44.44,65.1,11.4,8.3,74.9
E02000407,190000,Haringey,Inner,North,Labour,14479,69.66,20.62,58.42,67.1,11.2,9.7,74.7
E02000408,175000,Haringey,Inner,North,Labour,15283,68.97,24.95,57.23,70.7,13.2,6.7,76.6
E02000409,276250,Haringey,Inner,North,Labour,9236,69.83,21.84,54.42,71.4,10.7,10.1,76.6
E02000410,356500,Haringey,Inner,North,Labour,8903,71.77,7.04,17.65,44.7,1.8,6.6,80.6
E02000411,225000,Haringey,Inner,North,Labour,5792,72.37,22.3,57.64,60.3,11.5,9.7,76.9
E02000412,250000,Haringey,Inner,North,Labour,9196,75.25,16.64,45.88,69.6,8.3,10.9,78.2
E02000413,603000,Haringey,Inner,North,Labour,6112,66.13,11.82,20.75,41.5,4,7.1,78.7
E02000414,250000,Haringey,Inner,North,Labour,17846,71.79,18.5,53.34,52.8,8.4,7.4,78.4
E02000415,279050,Haringey,Inner,North,Labour,9920,73.68,11.42,41.43,56.5,5.9,9.3,77.5
E02000416,319000,Haringey,Inner,North,Labour,12080,74.01,14.84,33.87,62.8,7.2,8,74.2
E02000417,435000,Haringey,Inner,North,Labour,6185,71.92,7.5,16.76,46,2.3,4.9,79.5
E02000418,480000,Haringey,Inner,North,Labour,7787,69.19,8.37,15.83,30,2.5,6.3,78.6
E02000419,323500,Haringey,Inner,North,Labour,13010,77.87,11.77,36.06,61.2,5.4,8.5,74.2
E02000420,238000,Haringey,Inner,North,Labour,12920,72.56,15.84,49.37,66.5,7.6,10.3,74.6
E02000421,196250,Haringey,Inner,North,Labour,9204,71.81,20.03,56.35,72.2,11.1,8.9,73
E02000422,247500,Haringey,Inner,North,Labour,14671,72.11,17.57,51.96,62.5,8.4,9.3,74.4
E02000423,277500,Haringey,Inner,North,Labour,12459,77.92,11.21,38.44,55.40000000000001,4.1,7.9,74.1
E02000424,360000,Haringey,Inner,North,Labour,10886,75.74,11.79,26.67,51.40000000000001,4.3,7.5,80.5
E02000425,242497.5,Haringey,Inner,North,Labour,13450,59,12.76,34.61,59.8,6.5,5.1,77.7
E02000426,467500,Haringey,Inner,North,Labour,3001,67.97,8.81,22.08,44.7,2.9,7.6,81.5
E02000427,339550,Haringey,Inner,North,Labour,6488,78.89,9.83,33.59,58.2,4.5,8.4,77.3
E02000428,245500,Haringey,Inner,North,Labour,12174,72.46,18.35,48.59,69.3,10.1,9.6,72.9
E02000429,439000,Haringey,Inner,North,Labour,7045,72.36,5.24,17.29,42.2,1.3,4.8,77.4
E02000430,375000,Haringey,Inner,North,Labour,11362,78.87,6.73,20.71,53.6,2,6.6,79.6
E02000431,387500,Haringey,Inner,North,Labour,10949,76.37,5.65,17.1,50.8,1.8,6.1,81.5
E02000432,349950,Haringey,Inner,North,Labour,12092,78.77,10.35,27.5,59.5,4.5,6.6,75.3
E02006794,199950,Haringey,Inner,North,Labour,10711,66.9,24.25,60.13,74.9,15.1,10.4,70.9
E02000433,375000,Harrow,Outer,West,Labour,1231,58.35,7.31,39.84,29.2,2.4,7.9,83.6
E02000434,340000,Harrow,Outer,West,Labour,4499,65.01,9.62,50.49,29.9,3.8,9,83
E02000435,331000,Harrow,Outer,West,Labour,4193,63.23,11.4,47.04,35.1,5.7,10.3,80.9
E02000436,495000,Harrow,Outer,West,Labour,1222,61.98,5.96,43.36,11.3,1.2,8.6,84
E02000437,325000,Harrow,Outer,West,Labour,6221,64.1,12.33,48.16,25.7,4.8,10,80.9
E02000438,261250,Harrow,Outer,West,Labour,4560,63.91,12.54,45.39,37.7,5.4,8.3,80.5
E02000439,305000,Harrow,Outer,West,Labour,7854,68.91,12.47,61.91,35.59999999999999,5.8,9,80.9
E02000440,370000,Harrow,Outer,West,Labour,6423,66.67,9.65,57.75,17.7,3,8.3,80.3
E02000441,307500,Harrow,Outer,West,Labour,2945,64.21,12.66,44.62,33.5,4.2,8.7,81.1
E02000442,291500,Harrow,Outer,West,Labour,7747,69.72,11.85,74.36,29.1,5.1,9.2,79.2
E02000443,250000,Harrow,Outer,West,Labour,9754,67.18,15.55,63.15,43.1,6.5,9.2,75.1
E02000444,335000,Harrow,Outer,West,Labour,7911,67.04,11.67,72.55,27.1,4.9,10.8,79.7
E02000445,246950,Harrow,Outer,West,Labour,8330,68.24,16.43,63.18,43.1,7.9,8.8,77.9
E02000447,365000,Harrow,Outer,West,Labour,3298,67.09,10.11,53.27,24.8,4,10.8,84
E02000448,470000,Harrow,Outer,West,Labour,3938,61.51,7.73,30.28,23.7,2.4,9.7,83.1
E02000449,305000,Harrow,Outer,West,Labour,9154,70.57,13.47,73.27,39.7,5.5,10.8,80
E02000451,377000,Harrow,Outer,West,Labour,4133,65.73,7.3,53.6,14.8,1.4,8.3,82.1
E02000452,227000,Harrow,Outer,West,Labour,7358,72.09,9.54,58.49,49.3,4.2,7.7,77.8
E02000453,226500,Harrow,Outer,West,Labour,7467,69.27,9.46,56.9,34.3,4.2,9.7,81.2
E02000454,448975,Harrow,Outer,West,Labour,4518,63.05,8.27,42.76,12.3,2.1,8.6,83
E02000455,250000,Harrow,Outer,West,Labour,6612,71.39,9.74,59.58,50.9,3.6,8.7,79.2
E02000456,310000,Harrow,Outer,West,Labour,7633,68.6,10.59,53.93,33.9,4.4,7.5,81.8
E02000457,351500,Harrow,Outer,West,Labour,5462,64.36,8.45,57.27,23.5,3.1,7.3,81.8
E02000459,205000,Harrow,Outer,West,Labour,7105,67.1,13.74,65,47.9,6.4,8.6,78.3
E02000460,232500,Harrow,Outer,West,Labour,7706,68.2,18.5,68.99,49.9,7.5,11.2,77.7
E02000461,319950,Harrow,Outer,West,Labour,2690,71.77,7.2,44.09,37.9,2.8,10.1,81.6
E02000462,252500,Harrow,Outer,West,Labour,6764,66.83,10.23,67.49,33.9,3.9,8.5,82.7
E02000463,260750,Harrow,Outer,West,Labour,9164,67.39,15.71,62.88,38.2,6.8,7.2,79.6
E02006795,299975,Harrow,Outer,West,Labour,8441,67.16,9.09,69.47,25.9,3.2,10.2,82.3
E02006882,347000,Harrow,Outer,West,Labour,6707,68.4,9.93,72.86,20.5,3.1,11.5,81.6
E02000464,180000,Havering,Outer,East,Conservative,1116,61.19,14.79,11.01,38.2,7.2,7.1,76.9
E02000465,178000,Havering,Outer,East,Conservative,2884,65.54,15.6,11.44,46,7.8,9.3,78.5
E02000466,200000,Havering,Outer,East,Conservative,1330,63.97,16.45,12.4,31.7,7.2,4.9,75.5
E02000467,155000,Havering,Outer,East,Conservative,7234,65.85,17.62,17.03,59.2,9.8,9.2,75.5
E02000468,207500,Havering,Outer,East,Conservative,1954,62.53,13.36,11.17,21.1,5.1,8,78.7
E02000469,172000,Havering,Outer,East,Conservative,3845,63.66,16.74,17,40.8,6.6,9.8,78.2
E02000470,235000,Havering,Outer,East,Conservative,1171,63.86,8.37,9.1,20.1,2.3,6.1,79.2
E02000471,271000,Havering,Outer,East,Conservative,3483,61.5,8.31,7.64,6.3,2,5.8,80.4
E02000472,231000,Havering,Outer,East,Conservative,5873,63.83,10.64,10.85,16.6,2.9,8.2,80.2
E02000473,245000,Havering,Outer,East,Conservative,3382,64.64,10.26,11.21,14.6,2.2,6.2,80.1
E02000474,195000,Havering,Outer,East,Conservative,3845,63.74,14.43,13.2,28.8,5.8,5.7,77
E02000475,250000,Havering,Outer,East,Conservative,3290,65.34,9.26,11.14,25.1,3.5,4.8,81.1
E02000476,170000,Havering,Outer,East,Conservative,5559,68.76,12.01,20.6,50.90000000000001,6,6.6,75.4
E02000477,250000,Havering,Outer,East,Conservative,5383,64.49,8.7,8.92,12.3,1.8,6.5,80.5
E02000478,465000,Havering,Outer,East,Conservative,2371,62.28,5.38,25.1,9.3,1,8,83.3
E02000479,214250,Havering,Outer,East,Conservative,6071,69.66,12.61,15.38,32.7,4.1,8.3,74.8
E02000480,170000,Havering,Outer,East,Conservative,3015,66.51,14.72,24.6,30.3,5.7,8.7,75
E02000481,250000,Havering,Outer,East,Conservative,640,58.84,9.83,4.7,14.3,2,5.1,78.9
E02000482,343000,Havering,Outer,East,Conservative,2259,60,5.42,5.94,7,1.4,5.4,84.2
E02000483,240000,Havering,Outer,East,Conservative,4763,63.65,9.79,6.49,30.4,2.7,6.7,79.9
E02000484,236500,Havering,Outer,East,Conservative,4459,67.6,9.34,9.77,14.4,2.2,6.5,79.2
E02000485,250000,Havering,Outer,East,Conservative,3866,64.31,10.9,7.74,19,2.7,7,80.2
E02000486,223000,Havering,Outer,East,Conservative,5773,64.99,10.5,8.88,14.7,2.4,7.6,77.6
E02000487,415000,Havering,Outer,East,Conservative,606,61.26,5.19,3.81,4.4,0.9,7.7,80.8
E02000488,249950,Havering,Outer,East,Conservative,4046,65.12,8.97,6.82,7.7,2,9.8,80.3
E02000489,215000,Havering,Outer,East,Conservative,3057,64.11,13.66,15.31,25.5,4.8,9.6,77.2
E02000490,205000,Havering,Outer,East,Conservative,3834,61.78,14.11,12.47,20.1,4.1,4.9,79.5
E02000491,190000,Havering,Outer,East,Conservative,1852,62.95,15.51,18.2,34.9,7,8.1,76
E02000492,227500,Havering,Outer,East,Conservative,447,62.14,10.18,9.07,11.4,2.4,6.9,79.8
E02000493,180000,Havering,Outer,East,Conservative,4869,66.17,17.32,22.32,33.2,7.8,7.6,76.6
E02000494,447500,Hillingdon,Outer,West,Conservative,1200,62.64,7.22,39.78,28.2,1.9,7,81.9
E02000495,315000,Hillingdon,Outer,West,Conservative,3554,64.97,9.64,31.43,37.1,3.2,6.4,80.6
E02000496,250000,Hillingdon,Outer,West,Conservative,490,64.45,11.37,12.47,34.2,3.7,8.8,78.8
E02000497,340000,Hillingdon,Outer,West,Conservative,3261,64.36,10.73,26.91,28.4,3,7,80.2
E02000498,317500,Hillingdon,Outer,West,Conservative,1936,63.42,10.23,14.02,24.1,2.5,7.7,79.6
E02000499,365000,Hillingdon,Outer,West,Conservative,4848,62.53,8.23,23.1,16.1,1.6,9.1,81.7
E02000500,350000,Hillingdon,Outer,West,Conservative,2700,64.82,6.43,18.27,22.8,1.4,6.7,82.3
E02000501,312000,Hillingdon,Outer,West,Conservative,5758,65.16,10.28,18.81,17,2.9,7.6,79.5
E02000502,280000,Hillingdon,Outer,West,Conservative,1890,64.53,10.95,21.31,26.5,3,7.3,80.2
E02000503,285000,Hillingdon,Outer,West,Conservative,6597,69.34,9.98,16.76,15.4,2.1,7.7,81.8
E02000504,375000,Hillingdon,Outer,West,Conservative,2407,60.59,6.5,17.6,13.6,1.2,7,81.9
E02000506,445000,Hillingdon,Outer,West,Conservative,1385,65.13,5.61,32.06,14.6,1.6,5.4,78.9
E02000507,254000,Hillingdon,Outer,West,Conservative,2978,66.28,14.19,31.3,21.9,4.5,6.3,77.1
E02000508,209550,Hillingdon,Outer,West,Conservative,3582,78.17,9.33,35.19,47,3.1,8.3,77.3
E02000509,227000,Hillingdon,Outer,West,Conservative,5191,80.13,10.51,42.26,50.7,5.1,6.4,75.9
E02000510,255500,Hillingdon,Outer,West,Conservative,4129,67.4,11.3,35.68,30.6,4.8,7.8,78.2
